canonical_name_final,trial_count,pair_count,frequency_rank,source_therapy_name,therapy_identity_final,mechanism_superfamily,mechanism_family,molecular_targets,mechanism_action,modality,agonist_order,incretin_based,classification_status,confidence,source_url,notes,scope_review_flag,needs_mechanism_review,classification_status_original,classification_status_final,mechanism_superfamily_final,mechanism_family_final,mechanism_classified,researched_but_publicly_undisclosed,unreviewed_long_tail
nnc0519-0130 b,1,1,324,,nnc0519-0130 b,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
nnc0519-0130 c,1,1,325,,nnc0519-0130 c,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
nnc0638-0355,1,1,326,,nnc0638-0355,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
nnc0721-8060,1,1,327,,nnc0721-8060,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
nnc6022-0004,1,1,328,,nnc6022-0004,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
nnc6989-0001,1,1,329,,nnc6989-0001,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
nnc9204-1177 a,1,1,330,,nnc9204-1177 a,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
nnc9204-1706,1,1,331,,nnc9204-1706,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
nnc9204-1706 a,1,1,332,,nnc9204-1706 a,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
no-13065,1,1,333,,no-13065,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
ondansetron,1,1,334,,ondansetron,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
orlistat cap,1,1,335,,orlistat cap,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
part c met097,1,1,336,,part c met097,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
perindopril,1,1,337,,perindopril,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
pf-06954522,1,1,338,,pf-06954522,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
pf-08642534,1,1,339,,pf-08642534,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
pg-102 mg12,1,1,340,,pg-102 mg12,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
php-303,1,1,341,,php-303,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
pitavastatin,1,1,342,,pitavastatin,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
polyglucosamine glucomannan high dose verum,1,1,343,,polyglucosamine glucomannan high dose verum,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
polyglucosamine glucomannan normal dose verum,1,1,344,,polyglucosamine glucomannan normal dose verum,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
pramlintide acetate,1,1,345,,pramlintide acetate,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
puerarin,1,1,346,,puerarin,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
regn20934,1,1,347,,regn20934,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
repaglinide,1,1,348,,repaglinide,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
retatrutide ly3437943,1,1,349,,retatrutide ly3437943,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
rifampin + vct220,1,1,350,,rifampin + vct220,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
rn3161,1,1,351,,rn3161,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
roflumilast,1,1,352,,roflumilast,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
rose-010,1,1,353,,rose-010,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
rosuvastatin calcium,1,1,354,,rosuvastatin calcium,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
rt-114 is the ranipill with pg-102 for the treatment of obesity,1,1,355,,rt-114 is the ranipill with pg-102 for the treatment of obesity,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
rzl-012,1,1,356,,rzl-012,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
s -pindolol benzoate,1,1,357,,s -pindolol benzoate,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
s1b-509 high dose,1,1,358,,s1b-509 high dose,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
s1b-509 low dose,1,1,359,,s1b-509 low dose,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
s309309,1,1,360,,s309309,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
sad in the abdomen,1,1,361,,sad in the abdomen,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
sar441255,1,1,362,,sar441255,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
scb0020160,1,1,363,,scb0020160,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
semaglutide and behavioral program,1,1,364,,semaglutide and behavioral program,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
semaglutide and nnc0165-1875,1,1,365,,semaglutide and nnc0165-1875,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
semaglutide in combination with a healthy lifestyle intervention diet and exercise,1,1,366,,semaglutide in combination with a healthy lifestyle intervention diet and exercise,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
sgb-7342,1,1,367,,sgb-7342,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
shr-2906,1,1,368,,shr-2906,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
shr20004,1,1,369,,shr20004,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
sibutramine + topiramate,1,1,370,,sibutramine + topiramate,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
simvastatin,1,1,371,,simvastatin,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
single and mutiple dose,1,1,372,,single and mutiple dose,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
sleeve gastrectomy plus early mazdutide initiation,1,1,373,,sleeve gastrectomy plus early mazdutide initiation,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
sodium bicarbonate,1,1,374,,sodium bicarbonate,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
sodium pentaborate pentahydrate,1,1,375,,sodium pentaborate pentahydrate,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
srsd384,1,1,376,,srsd384,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
stp705,1,1,377,,stp705,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
survodutide formulation a,1,1,378,,survodutide formulation a,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
survodutide formulation b2,1,1,379,,survodutide formulation b2,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
syh2092,1,1,380,,syh2092,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
syh9017,1,1,381,,syh9017,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
synt101,1,1,382,,synt101,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
tadalafil,1,1,383,,tadalafil,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
taldefgrobep alfa,1,1,384,,taldefgrobep alfa,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
te-8105 mad cohort 1,1,1,385,,te-8105 mad cohort 1,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
te-8105 mad cohort 2,1,1,386,,te-8105 mad cohort 2,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
te-8105 sad cohort 1,1,1,387,,te-8105 sad cohort 1,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
te-8105 sad cohort 2,1,1,388,,te-8105 sad cohort 2,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
te-8105 sad cohort 3,1,1,389,,te-8105 sad cohort 3,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
te-8105 sad cohort 4,1,1,390,,te-8105 sad cohort 4,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
te-8105 sad cohort 5 adaptive cohort,1,1,391,,te-8105 sad cohort 5 adaptive cohort,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
tern-601,1,1,392,,tern-601,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
tesofensine/metoprolol,1,1,393,,tesofensine/metoprolol,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
tesomet,1,1,394,,tesomet,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
tetrahydrocannabivarin,1,1,395,,tetrahydrocannabivarin,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
tirzapatide,1,1,396,,tirzapatide,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
tix100,1,1,397,,tix100,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
tlc-6740,1,1,398,,tlc-6740,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
topiramate pill,1,1,399,,topiramate pill,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
tqf6422,1,1,400,,tqf6422,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
trevogrumab-part a,1,1,401,,trevogrumab-part a,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
trevogrumab-part b and part c,1,1,402,,trevogrumab-part b and part c,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
tulsi ocimum sanctum linn,1,1,403,,tulsi ocimum sanctum linn,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
valsartan,1,1,404,,valsartan,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
varenicline,1,1,405,,varenicline,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
vi-0521,1,1,406,,vi-0521,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
vildagliptin,1,1,407,,vildagliptin,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
vitamin d 1200 iu,1,1,408,,vitamin d 1200 iu,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
vrb-103,1,1,409,,vrb-103,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
vtx3232 dose a,1,1,410,,vtx3232 dose a,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
vx-201,1,1,411,,vx-201,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
wst01 strain product,1,1,412,,wst01 strain product,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
wve-007,1,1,413,,wve-007,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
xen-101,1,1,414,,xen-101,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
xla1,1,1,415,,xla1,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
xtl6001,1,1,416,,xtl6001,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
y14,1,1,417,,y14,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
zgn-1061,1,1,418,,zgn-1061,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
zp6590 for,1,1,419,,zp6590 for,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
